,presentation_id,user_id,presentation_title,slide_type,slide_title,slide_subheading,slide_description,slide_order,answer_count,participant_answered,total_participant,answer_percentage,last_answer_time
147,4711804,126,Product demo - CEO section 23/08/2023,Short Answer,"Bạn đã chuẩn bị chu đáo cho buổi hẹn, nhưng cô ấy gọi báo huỷ vào phút chót vì một lý do ất ơ. Bạn sẽ làm gì?",,,19.0,22,22,30,73.33333333333333,2023-08-23 09:02:03.324
148,7222312,1472007,Impact Meeting Aug 2025 (29/08/2025),Poll,What monster do we kill at AhaSlides?,,,66.0,25,25,39,64.1025641025641,2025-08-29 04:50:16.019
149,7222312,1472007,Impact Meeting Aug 2025 (29/08/2025),Pick Answer,Why do you think there is such a difference in use case?,,,47.0,22,22,39,56.41025641025641,2025-08-29 04:38:30.494
150,7222312,1472007,Impact Meeting Aug 2025 (29/08/2025),Poll,Which team are you from?,,,2.0,24,24,39,61.53846153846154,2025-08-29 03:50:02.875
151,4785073,126,Product demo - CEO section (13/09/2023) - Pride,Poll,What hinders your pride?,,What has been stopping you from feeling proud of your work?,15.0,47,18,26,69.23076923076923,2023-09-13 09:08:03.179
152,7810573,1472007,Impact Meeting Nov 2025 (28/11/2025) ver chuẩn,Open Ended,Your takeaways from this Impact Meeting?,,,81.5,18,15,35,42.857142857142854,2025-11-28 05:05:10.460
153,7810573,1472007,Impact Meeting Nov 2025 (28/11/2025) ver chuẩn,Poll,How would you rate your current work-life balance?,,,71.0,25,25,35,71.42857142857143,2025-11-28 04:55:21.905
154,5183110,1472007,Impact Meeting 12/2023,Pick Answer,We just bought some new pillows. How many did we buy?,,There's one pillow for each couch,35.0,29,29,36,80.55555555555556,2023-12-29 02:37:26.671
155,7810573,1472007,Impact Meeting Nov 2025 (28/11/2025) ver chuẩn,Pick Answer,How long did it take our QA team to execute the whole test suite 3 months ago?,,,39.0,25,25,35,71.42857142857143,2025-11-28 04:23:48.167
156,5183110,1472007,Impact Meeting 12/2023,Short Answer,Whose AhaSlides account hosted the most events?,,"Only accounts of someone@ahaslides.com

This person joined after 2021",28.0,30,30,36,83.33333333333334,2023-12-29 02:34:19.245
157,5183110,1472007,Impact Meeting 12/2023,Short Answer,Who spent the most leave days in 2023?,,This person joined before 2022,26.0,30,30,36,83.33333333333334,2023-12-29 02:32:51.398
158,6877258,1472007,AhaSlides 6th Birthday - The Game,Pick Answer,Where was our first office?,,,33.0,29,29,35,82.85714285714286,2025-05-16 13:23:13.462
159,6877258,1472007,AhaSlides 6th Birthday - The Game,Pick Answer,"We launched our paid plan in 10/2019, how long did we wait until the first payment?",,,5.0,31,31,35,88.57142857142857,2025-05-16 13:01:52.393
160,6879720,1918789,AhaSlides 6th birthday,Pick Answer,What happened on this day 6 years ago?,,,7.0,30,30,36,83.33333333333334,2025-05-16 12:13:45.377
161,7182146,1918789,Customer Knowledge Assessment Survey,Open Ended,In which contexts is AhaSlides most commonly used?,,,8.0,31,14,33,42.42424242424242,2025-09-02 14:30:12.153
162,4474647,126,Product training: Learning vs Improvement,Scales,Where are you?,,,3.0,256,16,21,76.19047619047619,2023-06-13 09:08:59.624
163,4474647,126,Product training: Learning vs Improvement,Pick Answer,How to tell if a User Story is for Improvement?,,,9.0,16,16,21,76.19047619047619,2023-06-13 09:17:31.617
164,5217850,126,Product OKR Q1/2024 introduction - Dave's section,Pick Answer,"According to our market research, what are trainers' biggest pains?",,,5.0,17,17,21,80.95238095238095,2024-01-11 08:56:24.817
165,7182146,1918789,Customer Knowledge Assessment Survey,Open Ended,Any specific questions about customers that you'd like the training to address?,,,15.0,8,8,33,24.242424242424242,2025-09-02 14:40:59.712
166,7182146,1918789,Customer Knowledge Assessment Survey,Open Ended,How might better customer knowledge help you in your role?,,,14.0,11,11,33,33.33333333333333,2025-09-02 14:39:05.200
167,7182146,1918789,Customer Knowledge Assessment Survey,Open Ended,What is the biggest work challenge our customers face that AhaSlides can help solve?,,,7.5,15,15,33,45.45454545454545,2025-09-02 14:28:56.617
168,7182146,1918789,Customer Knowledge Assessment Survey,Word Cloud,Which 3 customer segments (based on job title) should we prioritize the most? ,,,7.0,45,17,33,51.515151515151516,2025-09-02 14:26:34.111
169,7182146,1918789,Customer Knowledge Assessment Survey,Poll,How often do you interact with customer data or feedback in your current role?,,,5.0,22,22,33,66.66666666666666,2025-09-02 14:24:22.828
170,4392853,126,AhaSlides Birthday 12/03/2023 - CEO section,Match Pairs,Where were they on their first day?,,,52.0,23,23,37,62.16216216216216,2023-05-12 11:14:10.565
171,5578203,126,Disagreement 10/05/2024,Scales,Your thought after this session,,,29.0,144,16,34,47.05882352941176,2024-05-10 10:34:11.110
172,4737126,1472007,Impact Meeting 31/08/2023,Poll,"Audrey added a notification on the Presenter app, introducing the MS Teams integration. This had an impact on...﻿",,,25.0,16,16,30,53.333333333333336,2023-08-31 02:41:18.126
173,4737126,1472007,Impact Meeting 31/08/2023,Poll,What usually happen when someone made an impact on you?,,,27.0,18,18,30,60.0,2023-08-31 02:46:59.972
174,4737126,1472007,Impact Meeting 31/08/2023,Open Ended,Who/which team is making direct impact to our customers?,,,12.0,19,15,30,50.0,2023-08-31 02:27:08.699
175,6279766,1472007,GDPR Crash Course 2,Pick Answer,You are designing a feature that tracks how many times a slide is viewed by specific users. What steps should you take to comply with GDPR?,,,44.0,16,16,29,55.172413793103445,2024-12-11 16:14:19.743
176,6279766,1472007,GDPR Crash Course 2,Pick Answer,Marketing team is choosing a Sales CRM to track sales leads and deals. They don't have to care about the Sales CRM's GDPR-compliance.,,,36.0,15,15,29,51.724137931034484,2024-12-11 16:04:27.691
177,7369720,126,Boost your values and live a successful life: 2 small changes you can start today - presurvey,Scales,Share with us a bit more about you...,,,2.0,96,6,22,27.27272727272727,2025-09-26 09:32:01.125
178,7810573,1472007,Impact Meeting Nov 2025 (28/11/2025) ver chuẩn,Poll,Do you know what 'sabbatical' means?,,,61.0,22,22,35,62.857142857142854,2025-11-28 04:44:18.089
179,7067369,126,Product OKR Q3-Q4,Open Ended,What else do you think we should do that is not mentioned in the OKR?,,,3.0,5,4,28,14.285714285714285,2025-07-11 06:56:44.506
180,7067369,126,Product OKR Q3-Q4,Open Ended,Which key deliveries you want to contribute to directly? Why?,,,2.0,15,10,28,35.714285714285715,2025-07-11 06:50:25.936
181,6279766,1472007,GDPR Crash Course 2,Poll,How much do you remember from session 1?,,,3.0,15,15,29,51.724137931034484,2024-12-11 15:02:09.282
182,6279766,1472007,GDPR Crash Course 2,Correct Order,Steps to process requests,,,13.0,16,16,29,55.172413793103445,2024-12-11 15:19:09.004
183,6279766,1472007,GDPR Crash Course 2,Pick Answer,Which among these are NOT the key principles of GDPR?,,,7.0,16,16,29,55.172413793103445,2024-12-11 15:07:22.571
184,5580542,126,AhaSlides Birthday 2024,Correct Order,"Our office locations, oldest first",,,18.0,28,28,39,71.7948717948718,2024-05-11 13:31:50.086
185,5695604,126,Integrations,Poll,One last thing.. do you play xếp hình? I mean LEGO,,,13.0,15,15,24,62.5,2024-06-21 09:31:52.711
186,6005326,1472007,Impact Meeting Sep 2024,Open Ended,Did you notice any new thing with our website?,,,8.73913043478261,17,10,39,25.64102564102564,2024-10-04 02:48:44.101
187,6154447,1472007,GDPR Crash Course 1,Open Ended,What specific aspects of GDPR are you interested in learning about?,,,5.0,10,9,23,39.130434782608695,2024-11-12 14:33:56.189
188,6801653,1918789,30/4 - Sài Gòn xưa và nay,Pick Answer,Đây là địa điểm nào ở TP Hồ Chí Minh?,,,31.0,23,23,34,67.64705882352942,2025-04-25 08:29:30.366
189,6801653,1918789,30/4 - Sài Gòn xưa và nay,Pick Answer,2. Chiếc xe tăng lịch sử tiến vào Dinh Độc Lập có số hiệu?,,,8.0,25,25,34,73.52941176470588,2025-04-25 08:15:29.468
190,8049063,1472007,Xmas 2025,Match Pairs,Match these Christmas symbols to what they represent 1,,,7.0,32,32,33,96.96969696969697,2025-12-24 04:16:36.458
191,6005326,1472007,Impact Meeting Sep 2024,Poll,Do you enjoy solving great problems?,,Great = hard and meaningful,23.0,17,17,39,43.58974358974359,2024-10-04 03:32:39.293
192,6154447,1472007,GDPR Crash Course 1,Open Ended,Which key principles that AhaSlides might not be fulfilling?,,"Lawfulness, Fairness, and Transparency
Purpose Limitation (why)
Data Minimization (what)
Storage Limitation (how long)
Accuracy
Integrity and Confidentiality
Accountability",17.0,9,7,23,30.434782608695656,2024-11-15 09:29:03.355
193,3539619,126,Telstra Enterprise - End of Year Meeting,Match Pairs,Match these subsidiaries with their location...,,,6.0,2,2,21,9.523809523809524,2023-01-19 05:20:00.488
194,6763610,1472007,American English vs. British English at AhaSlides (11/04/2025),Open Ended,"Then... what ""differences"" should we pay attention to?",,,33.0,4,3,31,9.67741935483871,2025-04-11 09:51:32.342
195,6763610,1472007,American English vs. British English at AhaSlides (11/04/2025),Open Ended,Why BrE for In-app UI & Knowledge Base,,,23.0,8,8,31,25.806451612903224,2025-04-11 09:42:56.711
196,1931193,126,Sprint 27,Scales,Working conditions and teamwork,,,1.0,180,8,21,38.095238095238095,2021-08-25 03:41:46.590
197,6877258,1472007,AhaSlides 6th Birthday - The Game,Pick Answer,Biggest audience size recorded?,,,25.0,31,31,35,88.57142857142857,2025-05-16 13:19:30.361
198,6994807,126,Questions for Varun @ Stripe,Pick Answer,What’s the name of Stripe’s suite of billing tools?,,,6.0,18,18,32,56.25,2025-06-18 09:15:47.765
199,7222312,1472007,Impact Meeting Aug 2025 (29/08/2025),Scales,Brand application ,,,72.0,183,21,39,53.84615384615385,2025-08-29 04:57:07.339
200,4711804,126,Product demo - CEO section 23/08/2023,Short Answer,What's wrong with this code snippet?,,,11.0,20,20,30,66.66666666666666,2023-08-23 08:48:55.476
201,7222312,1472007,Impact Meeting Aug 2025 (29/08/2025),Poll,Official Jira Language - We go global ,,,10.0,21,21,39,53.84615384615385,2025-08-29 03:55:50.966
202,5183110,1472007,Impact Meeting 12/2023,Match Pairs,Remember the wishes for Santa?,,,108.0,27,27,36,75.0,2023-12-29 03:25:32.278
203,5183110,1472007,Impact Meeting 12/2023,Open Ended,"Send your love, feedback, wishes for the People team in 2024",,,45.0,13,12,36,33.33333333333333,2023-12-29 02:44:09.900
204,5183110,1472007,Impact Meeting 12/2023,Open Ended,"Send your love, feedback, wishes for the CS team in 2024",,,93.0,22,18,36,50.0,2023-12-29 03:16:58.298
205,4271407,1918789,About me Cheryl,Short Answer,Which horoscope I am?,,,9.0,23,23,30,76.66666666666667,2023-04-14 09:21:29.173
206,4271407,1918789,About me Cheryl,Short Answer,Which year do you think I was born?,,,6.0,24,24,30,80.0,2023-04-14 09:16:17.786
207,4405400,1918789,Ho Guom 20bday,Short Answer,Ảnh này được chụp vào năm nào?,,,15.0,21,21,33,63.63636363636363,2023-07-09 12:23:14.425
208,4405400,1918789,Ho Guom 20bday,Pick Answer,Tại sao chọn ngày 09/07 làm ngày sinh nhật công ty?,,,3.0,20,20,33,60.60606060606061,2023-07-09 12:20:46.650
209,4474647,126,Product training: Learning vs Improvement,Pick Answer,True or false: Low traffic funnels will not show clear signals and therefore not  yield good learning,,,61.0,13,13,21,61.904761904761905,2023-06-13 10:40:17.751
210,4474647,126,Product training: Learning vs Improvement,Pick Answer,True or false: The test funnel should be short (fewer steps),,,47.0,17,17,21,80.95238095238095,2023-06-13 10:31:35.213
211,6879720,1918789,AhaSlides 6th birthday,Poll,When did you join AhaSlides?,,,5.0,31,31,36,86.11111111111111,2025-05-16 12:12:57.322
212,5117056,1918789,22 dec presentation,Open Ended,What do you think we should do in 2024 to get more customers?,,,4.0,21,16,32,50.0,2023-12-22 02:14:20.139
213,5117056,1918789,22 dec presentation,Word Cloud,What do people use AhaSlides for?,,,2.0,50,19,32,59.375,2023-12-22 02:08:54.953
214,4392853,126,AhaSlides Birthday 12/03/2023 - CEO section,Pick Answer,Who joined us in 2023?,,,2.0,27,27,37,72.97297297297297,2023-05-12 10:54:10.092
215,7370286,126,Boost your values and live a successful life - 25/09/2025,Scales,Give me your feedback,,,33.0,76,19,27,70.37037037037037,2025-09-26 10:32:06.682
216,7370286,126,Boost your values and live a successful life - 25/09/2025,Open Ended,Name the things you possess that you consider of significant value,,"If there are more than one, please submit in separate posts. Pictures are OK!",2.0,14,11,27,40.74074074074074,2025-09-26 09:48:35.782
217,7370286,126,Boost your values and live a successful life - 25/09/2025,Poll,What is the most important bucket?,,,13.0,35,19,27,70.37037037037037,2025-09-26 10:15:56.538
218,5578203,126,Disagreement 10/05/2024,Poll,What is your biggest problem with disagreeing,,,11.0,50,22,34,64.70588235294117,2024-05-10 09:41:54.907
219,4718355,1918789,User Persona,Short Answer,There's one L&D Manager that you know. Who is it?,,,8.0,19,19,22,86.36363636363636,2023-08-31 03:46:41.856
220,4718355,1918789,User Persona,Pick Answer,What kind of email domain dominate in the loyal users group?,,,4.0,19,19,22,86.36363636363636,2023-08-31 03:43:16.838
221,4737126,1472007,Impact Meeting 31/08/2023,Poll,Dave made a talk about dating tips. This had an impact on...,,,17.0,18,18,30,60.0,2023-08-31 02:33:24.614
222,5580159,1472007,AhaSlides Birthday 2024 - Award section,Poll,✊ COURAGE AWARD ✊,,You can vote up to 3,67.0,70,27,35,77.14285714285715,2024-05-11 13:11:54.503
223,6279766,1472007,GDPR Crash Course 2,Pick Answer,Only personal data linked to an identifiable individual needs to be protected under GDPR,,,35.0,15,15,29,51.724137931034484,2024-12-11 16:03:06.074
224,5580542,126,AhaSlides Birthday 2024,Poll,When did you join AhaSlides?,,,3.0,32,32,39,82.05128205128204,2024-05-11 13:22:47.184
225,6005326,1472007,Impact Meeting Sep 2024,Pick Answer,Which positions will have candidates joining AhaSlides next month?,,,8.795918367346939,28,28,39,71.7948717948718,2024-10-04 02:56:12.214
226,6005326,1472007,Impact Meeting Sep 2024,Pick Answer,Which position is Peter a candidate for,,,8.794117647058824,28,28,39,71.7948717948718,2024-10-04 02:53:42.782
227,6154447,1472007,GDPR Crash Course 1,Pick Answer,AhaSlides integrates with a third-party payment processor to handle subscription transactions. What is AhaSlides' responsibility under GDPR?,,,38.0,17,17,23,73.91304347826086,2024-11-19 16:23:49.489
228,6154447,1472007,GDPR Crash Course 1,Pick Answer,Meta was fined €265 million after a data breach exposed millions of user profiles. Which GDPR principle was likely violated in this case?,,,27.0,16,16,23,69.56521739130434,2024-11-19 16:11:13.493
229,6154447,1472007,GDPR Crash Course 1,Poll,What is your prior knowledge of GDPR?,,,3.0,25,14,23,60.86956521739131,2024-11-15 09:03:32.635
230,6154447,1472007,GDPR Crash Course 1,Open Ended,What might happen to the customers if their data is leaked?,,,9.0,12,12,23,52.17391304347826,2024-11-19 15:08:35.688
231,6801653,1918789,30/4 - Sài Gòn xưa và nay,Pick Answer,“Hẻm” – một nét đặc trưng trong đô thị Sài Gòn – thường mang ý nghĩa gì?,,,27.0,23,23,34,67.64705882352942,2025-04-25 08:28:11.026
232,6801653,1918789,30/4 - Sài Gòn xưa và nay,Pick Answer,Phố đi bộ Nguyễn Huệ từng là gì trước khi cải tạo thành phố đi bộ?,,,37.0,22,22,34,64.70588235294117,2025-04-25 08:33:09.228
233,8049063,1472007,Xmas 2025,Short Answer,Whose message is this?,,,18.0,23,23,33,69.6969696969697,2025-12-24 04:22:06.077
234,8049063,1472007,Xmas 2025,Short Answer,Whose message is this?,,,14.0,29,29,33,87.87878787878788,2025-12-24 04:22:29.490
235,8049063,1472007,Xmas 2025,Short Answer,What snack do kids leave out for Santa?,,,8.0,31,31,33,93.93939393939394,2025-12-24 04:17:27.716
236,8049063,1472007,Xmas 2025,Pick Answer,Which country kicked off the Christmas tree tradition?,,,3.0,30,30,33,90.9090909090909,2025-12-24 04:15:09.923
237,2493842,126,AhaSlides' First 2022 Meeting,Poll,Do you OKR?,,,9.0,17,17,32,53.125,2022-01-12 07:09:10.566
238,5183110,1472007,Impact Meeting 12/2023,Pick Answer,Which campaign earned the most revenue?,,,59.0,25,25,36,69.44444444444444,2023-12-29 02:50:41.079
239,4474647,126,Product training: Learning vs Improvement,Pick Answer,What is a bad hypothesis?,,,34.0,17,17,21,80.95238095238095,2023-06-13 09:54:18.103
240,6763610,1472007,American English vs. British English at AhaSlides (11/04/2025),Open Ended,Why AmE for Website & Marketing materials?,,,20.0,9,9,31,29.03225806451613,2025-04-11 09:40:05.352
241,6763610,1472007,American English vs. British English at AhaSlides (11/04/2025),Categorise,Categorize/Categorise these words,,,5.0,14,14,31,45.16129032258064,2025-04-11 09:28:08.013
242,6877258,1472007,AhaSlides 6th Birthday - The Game,Pick Answer,Country with the most users,,,26.0,31,31,35,88.57142857142857,2025-05-16 13:19:59.815
243,3281307,126,Bali Third Day 2022,Poll,"Trích tiền làm mũ AhaSlides? (để đội lúc đi tour, đi chơi...)",,,4.0,16,16,24,66.66666666666666,2022-08-19 09:20:31.920
244,5164094,126,Product Demo 20/12/2023 - CEO section - training,Poll,Do you remember what we discussed in the last session?,,,1.0,21,21,24,87.5,2023-12-20 08:30:03.351
245,5164094,126,Product Demo 20/12/2023 - CEO section - training,Scales,Thank you for listening!,,,24.0,60,15,24,62.5,2023-12-20 09:04:21.213
246,5164094,126,Product Demo 20/12/2023 - CEO section - training,Scales,About ChatGPT...,,,11.0,375,15,24,62.5,2023-12-20 08:33:06.164
247,6994807,126,Questions for Varun @ Stripe,Pick Answer,Stripe offers loans to small businesses.,,,4.0,18,18,32,56.25,2025-06-18 09:13:57.448
248,7222312,1472007,Impact Meeting Aug 2025 (29/08/2025),Pick Answer,What do parades and Impact Meetings have in common?,,,5.0,28,28,39,71.7948717948718,2025-10-07 11:27:17.763
249,7222312,1472007,Impact Meeting Aug 2025 (29/08/2025),Scales,Would our customers and colleagues describe us in the same way we describe ourselves?  (All Teams),,,79.5,450,18,39,46.15384615384615,2025-08-29 05:01:13.755
250,7222312,1472007,Impact Meeting Aug 2025 (29/08/2025),Brainstorm,Who’s confident to be the September Ping Pong Champion?,,,13.0,28,21,39,53.84615384615385,2025-08-29 04:00:30.777
251,4711804,126,Product demo - CEO section 23/08/2023,Short Answer,What's wrong with this code snippet (in Presenter app)?,,,28.0,21,21,30,70.0,2023-08-23 09:16:25.536
252,7810573,1472007,Impact Meeting Nov 2025 (28/11/2025) ver chuẩn,Poll,We targeted +20% YoY revenue. Where do you think we’ll end up?,,,17.0,25,25,35,71.42857142857143,2025-11-28 04:02:05.579
253,4711804,126,Product demo - CEO section 23/08/2023,Scales,Let's see where you are...,,,7.0,198,22,30,73.33333333333333,2023-08-23 08:43:06.158
254,4785073,126,Product demo - CEO section (13/09/2023) - Pride,Open Ended,Work with your teammate and suggest one tip for AhaSliders to cultivate pride,,,16.0,13,11,26,42.30769230769231,2023-09-13 09:13:48.583
255,4785073,126,Product demo - CEO section (13/09/2023) - Pride,Pick Answer,What are the benefits of taking pride in what we do?,,,8.0,20,20,26,76.92307692307693,2023-09-13 08:56:44.966
256,7810573,1472007,Impact Meeting Nov 2025 (28/11/2025) ver chuẩn,Correct Order,'Richest' AhaSliders (in terms of leave balance)?,,,48.0,27,27,35,77.14285714285715,2025-11-28 04:28:36.290
257,7810573,1472007,Impact Meeting Nov 2025 (28/11/2025) ver chuẩn,Poll,Is there more love or more hate among AhaSlides audience?,,,9.0,23,23,35,65.71428571428571,2025-11-28 03:57:00.781
258,7810573,1472007,Impact Meeting Nov 2025 (28/11/2025) ver chuẩn,Poll,Is there more love or more hate in your heart?,,,3.0,23,23,35,65.71428571428571,2025-11-28 03:52:53.344
259,6877258,1472007,AhaSlides 6th Birthday - The Game,Match Pairs,Office moving time,,,34.0,30,30,35,85.71428571428571,2025-05-16 13:23:58.427
260,5183110,1472007,Impact Meeting 12/2023,Poll,"As the surveyee, which survey tool did you prefer?",,"Q4/23 quarterly survey was done on Google Forms. 
Q3/23 was AhaSlides",32.0,26,26,36,72.22222222222221,2023-12-29 02:35:57.518
261,6879720,1918789,AhaSlides 6th birthday,Short Answer,"What does ""Skole"" in ""Skoletube"" mean?",,,14.0,28,28,36,77.77777777777779,2025-05-16 12:17:49.025
262,5183110,1472007,Impact Meeting 12/2023,Short Answer,Which Slack channel has the most messages?,,Excluding messages by bots like signup-alerts or event-alerts,21.0,31,31,36,86.11111111111111,2023-12-29 02:29:38.446
263,4474647,126,Product training: Learning vs Improvement,Pick Answer,True or false: The test funnel should be put at a place and time with high traffic,,,55.0,15,15,21,71.42857142857143,2023-06-13 10:37:48.329
264,4474647,126,Product training: Learning vs Improvement,Pick Answer,True or false: The entrance (TOFU) should clearly indicate the value being tested,,,49.0,16,16,21,76.19047619047619,2023-06-13 10:34:13.194
265,5003136,126,Product demo 08/11/2023 - CEO section: the cultural disadvantages for building products in Vietnam,Pick Answer,Why are there so many POs this quarter?,,,2.0,17,17,25,68.0,2023-11-08 08:55:12.204
266,7067369,126,Product OKR Q3-Q4,Poll,Which objectives excite you?,,,1.0,30,12,28,42.857142857142854,2025-07-11 06:42:17.134
267,4382952,1918789,Edu Health Equipment Budget Claim QnA Final,Scales,What is your opinion?,,,12.0,272,17,29,58.620689655172406,2023-05-09 09:20:09.459
268,4382952,1918789,Edu Health Equipment Budget Claim QnA Final,Correct Order,What was Edu budget mostly used for in 2022?    (Most-Least),,,6.0,20,20,29,68.96551724137932,2023-05-09 09:12:41.421
269,5117056,1918789,22 dec presentation,Open Ended,Why do people use/love AhaSlides?,,,3.0,23,17,32,53.125,2023-12-22 02:12:02.673
270,5117056,1918789,22 dec presentation,Poll,Which service do you use the most now?,,,10.0,25,25,32,78.125,2023-12-22 02:19:28.110
271,5117056,1918789,22 dec presentation,Poll,Which year did you start using Grab in Vietnam?,,,9.0,23,23,32,71.875,2023-12-22 02:18:03.732
272,5217850,126,Product OKR Q1/2024 introduction - Dave's section,Pick Answer,"What is the ""chasm""?",,,2.0,14,14,21,66.66666666666666,2024-01-11 08:55:12.322
273,5218652,1472007,Hồng Ngọc - Health checkup - 2024 Survey,Open Ended,"Are there any parts of the Health checkup event that you wish had happened differently, and why? How would you change it for future events",,Có phần nào trong buổi khám bệnh tổng quá mà bạn muốn nó được thực hiện khác đi không? Tại sao? Bạn sẽ thay đổi nó như thế nào trong những sự kiện lần sau?,8.0,13,11,29,37.93103448275862,2024-01-17 12:33:34.061
274,4382952,1918789,Edu Health Equipment Budget Claim QnA Final,Poll,Do you agree with this?,,,24.0,13,13,29,44.827586206896555,2023-05-09 09:50:45.026
275,4392853,126,AhaSlides Birthday 12/03/2023 - CEO section,Pick Answer,Why were there inventory shelves?,,,23.0,26,26,37,70.27027027027027,2023-05-12 11:02:52.540
276,7182146,1918789,Customer Knowledge Assessment Survey,Poll,What is your department/role?,,,3.0,23,23,33,69.6969696969697,2025-09-02 14:24:04.811
277,4392853,126,AhaSlides Birthday 12/03/2023 - CEO section,Pick Answer,Where was our first office?,,,12.0,23,23,37,62.16216216216216,2023-05-12 10:58:48.843
278,4711804,126,Product demo - CEO section 23/08/2023,Open Ended,Please send your private feedback! Also - what do you want me to talk about next?,,,38.0,5,5,30,16.666666666666664,2023-08-23 09:29:33.845
279,4474647,126,Product training: Learning vs Improvement,Pick Answer,True or false: The test funnel should be put at a place and a time with high relevancy,,,57.0,14,14,21,66.66666666666666,2023-06-13 10:38:43.885
280,5578203,126,Disagreement 10/05/2024,Brainstorm,Let's practice safe sparring!,,Please vote for a couple to spar,13.0,11,9,34,26.47058823529412,2024-05-10 09:47:12.725
281,5580159,1472007,AhaSlides Birthday 2024 - Award section,Poll,✅ EXCELLENCE AWARD ✅,,You can vote up to 3,63.0,66,22,35,62.857142857142854,2024-05-11 13:06:46.662
282,5726052,126,Product Q3 kickstart,Poll,Do you hate ghosting?,,,6.0,16,16,30,53.333333333333336,2024-07-05 07:22:47.996
283,5726052,126,Product Q3 kickstart,Open Ended,What technical skills will we need to master?,,,5.0,12,10,30,33.33333333333333,2024-07-05 07:19:24.335
284,6279766,1472007,GDPR Crash Course 2,Match Pairs,"Match the risk and the measure to mitigate
",,,45.0,15,15,29,51.724137931034484,2024-12-11 16:15:34.940
285,5695604,126,Integrations,Poll,To build in-house or to integrate?,,,10.0,23,18,24,75.0,2024-06-21 09:23:04.562
286,6005326,1472007,Impact Meeting Sep 2024,Open Ended,Please share your appreciation for the Marketing team,,,18.666666666666668,22,14,39,35.8974358974359,2024-10-04 03:23:07.785
287,6154447,1472007,GDPR Crash Course 1,Pick Answer,AhaSlides updates its Privacy Policy to include information about a new feature that uses user responses to improve engagement analytics. Which GDPR principle does this update demonstrate?,,,33.0,17,17,23,73.91304347826086,2024-11-19 16:16:52.669
288,6801653,1918789,30/4 - Sài Gòn xưa và nay,Pick Answer,Vòng xoay “Lăng Cha Cả” ở TPHCM được đặt tên theo ai?,,,35.0,23,23,34,67.64705882352942,2025-04-25 08:31:29.344
289,6801653,1918789,30/4 - Sài Gòn xưa và nay,Pick Answer,5. Bạn có biết Norman Morrison là ai không?,,,15.0,23,23,34,67.64705882352942,2025-04-25 08:20:01.800
290,6801653,1918789,30/4 - Sài Gòn xưa và nay,Short Answer,6. Bức ảnh này tên là gì?,,,17.0,24,24,34,70.58823529411765,2025-04-25 08:22:37.297
291,8049063,1472007,Xmas 2025,Short Answer,Whose message is this?,,,17.0,24,24,33,72.72727272727273,2025-12-24 04:21:28.704
292,6877258,1472007,AhaSlides 6th Birthday - The Game,Short Answer,"AhaSlides loves this place so much, we went there for company trip TWICE",,,39.0,30,30,35,85.71428571428571,2025-05-16 13:28:54.660
293,5164094,126,Product Demo 20/12/2023 - CEO section - training,Open Ended,You need test cases for the new Login with Facebook feature. How would you prompt?,,,18.0,7,7,24,29.166666666666668,2023-12-20 08:51:39.082
294,5183110,1472007,Impact Meeting 12/2023,Open Ended,Gửi lời yêu thương cho Product nhé,,,75.0,13,12,36,33.33333333333333,2023-12-29 03:05:30.379
295,4271407,1918789,About me Cheryl,Word Cloud,Name one movie you like.,,,16.0,14,14,30,46.666666666666664,2023-04-14 09:27:11.745
296,2493842,126,AhaSlides' First 2022 Meeting,Open Ended,Name 3 things you want to achieve in 2022,,(Do not have to be work-related),7.0,21,15,32,46.875,2022-01-12 07:06:09.344
297,6994807,126,Questions for Varun @ Stripe,Pick Answer,Which year was Stripe founded?,,,2.0,18,18,32,56.25,2025-06-18 09:12:30.412
298,7222312,1472007,Impact Meeting Aug 2025 (29/08/2025),Word Cloud,"If Hanoi floods again, what will you bring first?",,,4.0,28,21,39,53.84615384615385,2025-08-29 03:51:42.874
299,7222312,1472007,Impact Meeting Aug 2025 (29/08/2025),Short Answer,What's our advantage over Kahoot in this case?,,,46.0,21,21,39,53.84615384615385,2025-08-29 04:24:56.780
300,4711804,126,Product demo - CEO section 23/08/2023,Pick Answer,"Khi anh ấy hỏi: ""Em muốn ăn gì tối nay?"", bạn trả lời...",,,26.0,23,23,30,76.66666666666667,2023-08-23 09:14:01.725
301,4711804,126,Product demo - CEO section 23/08/2023,Short Answer,"Khách hàng stresstest sai cách, làm sập hệ thống. Bạn nên làm gì?",,,22.0,19,19,30,63.33333333333333,2023-08-23 09:09:19.394
302,7222312,1472007,Impact Meeting Aug 2025 (29/08/2025),Poll,Have you watched Mưa đỏ,,,12.0,22,22,39,56.41025641025641,2025-08-29 03:58:00.585
303,4785073,126,Product demo - CEO section (13/09/2023) - Pride,Pick Answer,What are the benefits of taking pride in what we do?,,,9.0,19,19,26,73.07692307692307,2023-09-13 08:59:06.412
304,4785073,126,Product demo - CEO section (13/09/2023) - Pride,Open Ended,"In 90 seconds, tell your teammate about one piece of work that you are proud of",,,7.0,19,19,26,73.07692307692307,2023-09-13 08:53:41.487
305,7810573,1472007,Impact Meeting Nov 2025 (28/11/2025) ver chuẩn,Pick Answer,Where should you check the leave plans of the whole team?,,,56.0,24,24,35,68.57142857142857,2025-11-28 04:34:33.938
